forecast,realized,date,asset_id,model
0.0,-0.002511342862336008,2025-01-31 09:30:00,AAPL,zero
0.0,0.0026567160923205435,2025-01-31 09:30:00,AMZN,zero
0.0,0.003245668268769819,2025-01-31 09:30:00,GOOG,zero
0.0,-0.001440450717211661,2025-01-31 09:30:00,JNJ,zero
0.0,-0.0015226638412553228,2025-01-31 09:30:00,JPM,zero
0.0,0.0011544845787661018,2025-01-31 09:30:00,META,zero
0.0,-0.0016734005004641617,2025-01-31 09:30:00,MSFT,zero
0.0,0.0001494354774722595,2025-01-31 09:30:00,NVDA,zero
0.0,-0.004307257197580405,2025-01-31 09:30:00,V,zero
0.0,-0.004809527053522444,2025-01-31 09:30:00,WMT,zero
0.0,-0.003600178513903707,2025-01-31 09:31:00,AAPL,zero
0.0,0.004071716147254101,2025-01-31 09:31:00,AMZN,zero
0.0,0.0016896266640387125,2025-01-31 09:31:00,GOOG,zero
0.0,-0.0020989119603713746,2025-01-31 09:31:00,JNJ,zero
0.0,-0.1,2025-01-31 09:31:00,JPM,zero
0.0,0.0020459333419653447,2025-01-31 09:31:00,META,zero
0.0,0.003033961165773924,2025-01-31 09:31:00,MSFT,zero
0.0,0.004919688475784945,2025-01-31 09:31:00,NVDA,zero
0.0,0.0,2025-01-31 09:31:00,V,zero
0.0,-0.00015225721347977839,2025-01-31 09:31:00,WMT,zero
0.0,0.0005944898172884905,2025-01-31 09:32:00,AAPL,zero
0.0,-0.0017194627558287934,2025-01-31 09:32:00,AMZN,zero
0.0,0.009063743340746555,2025-01-31 09:32:00,GOOG,zero
0.0,0.0008860157765369081,2025-01-31 09:32:00,JNJ,zero
0.0,0.1,2025-01-31 09:32:00,JPM,zero
0.0,3.598248373126722e-05,2025-01-31 09:32:00,META,zero
0.0,-0.0038956587632545947,2025-01-31 09:32:00,MSFT,zero
0.0,-0.0036169112940154236,2025-01-31 09:32:00,NVDA,zero
0.0,0.007568409499939754,2025-01-31 09:32:00,V,zero
0.0,0.000761054350643775,2025-01-31 09:32:00,WMT,zero
0.0,-0.00173033316453175,2025-01-31 09:33:00,AAPL,zero
0.0,0.0014308532642788307,2025-01-31 09:33:00,AMZN,zero
0.0,-0.006012391686250673,2025-01-31 09:33:00,GOOG,zero
0.0,0.001008445983782913,2025-01-31 09:33:00,JNJ,zero
0.0,-0.0010164828492671418,2025-01-31 09:33:00,JPM,zero
0.0,0.0011004384882982166,2025-01-31 09:33:00,META,zero
0.0,0.0001676104736523243,2025-01-31 09:33:00,MSFT,zero
0.0,-0.000563198465687087,2025-01-31 09:33:00,NVDA,zero
0.0,0.0008358874824958562,2025-01-31 09:33:00,V,zero
0.0,0.00010143016541785954,2025-01-31 09:33:00,WMT,zero
0.0,-0.0006269155675084903,2025-01-31 09:34:00,AAPL,zero
0.0,-0.0029622181557193983,2025-01-31 09:34:00,AMZN,zero
0.0,-0.001174160349745712,2025-01-31 09:34:00,GOOG,zero
0.0,-0.00035264375022592276,2025-01-31 09:34:00,JNJ,zero
0.0,0.0013982322641670208,2025-01-31 09:34:00,JPM,zero
0.0,-0.005891147063256774,2025-01-31 09:34:00,META,zero
0.0,-0.0016354017117548025,2025-01-31 09:34:00,MSFT,zero
0.0,-0.0001703129929122582,2025-01-31 09:34:00,NVDA,zero
0.0,-0.005301202893746471,2025-01-31 09:34:00,V,zero
0.0,-0.00045956092958387984,2025-01-31 09:34:00,WMT,zero
0.0,-0.001494278807155247,2025-01-31 09:35:00,AAPL,zero
0.0,0.002584550876099101,2025-01-31 09:35:00,AMZN,zero
0.0,-0.0010790036409824566,2025-01-31 09:35:00,GOOG,zero
0.0,0.002055119560664842,2025-01-31 09:35:00,JNJ,zero
0.0,0.0012155072624473462,2025-01-31 09:35:00,JPM,zero
0.0,-0.0019896148240547973,2025-01-31 09:35:00,META,zero
0.0,0.00031770485486504185,2025-01-31 09:35:00,MSFT,zero
0.0,0.00025021288404047937,2025-01-31 09:35:00,NVDA,zero
0.0,0.001984660733625354,2025-01-31 09:35:00,V,zero
0.0,0.00045956092958387984,2025-01-31 09:35:00,WMT,zero
0.0,-0.0022771277160860137,2025-01-31 09:36:00,AAPL,zero
0.0,-0.0032791049687403984,2025-01-31 09:36:00,AMZN,zero
0.0,-4.432616472094253e-06,2025-01-31 09:36:00,GOOG,zero
0.0,0.0015036240164896242,2025-01-31 09:36:00,JNJ,zero
0.0,0.0007484383042415388,2025-01-31 09:36:00,JPM,zero
0.0,0.002951732667500373,2025-01-31 09:36:00,META,zero
0.0,0.0004793634145769943,2025-01-31 09:36:00,MSFT,zero
0.0,-0.002903088103455076,2025-01-31 09:36:00,NVDA,zero
0.0,-0.002799439761650646,2025-01-31 09:36:00,V,zero
0.0,0.0006083650377748384,2025-01-31 09:36:00,WMT,zero
0.0,0.00017188529563672006,2025-01-31 09:37:00,AAPL,zero
